,channel,subs,title,views,date,like,hate,review,urls,hashtag1,hashtag2,hashtag3
1308,세계일주 용진캠프[ DragonZin ], 11,한국남자면 다? 동남아로 직접 가서 확인해봄 [ 말레이시아 여행 3편 ] - 세계일주 용진캠프, 90746,최초 공개: 2020. 7. 13, 907, 45,155,https://www.youtube.com/watch?v=1-cMgi83QtY,세계일주 ,한국남자 ,동남아
1309,세계일주 용진캠프[ DragonZin ], 11,동남아 자유여행 꿀팁 대방출! 반값에 가보는 세계여행 [ 말레이시아 여행 2편 ] - 세계일주 용진캠프, 4400,2020. 7. 9, 98, 2,57,https://www.youtube.com/watch?v=Jk4nPB6eelM,세계일주 ,세계여행 ,동남아여행
1310,세계일주 용진캠프[ DragonZin ], 11,미국 코리안 BBQ 레스토랑에서 무제한 고기 먹방 [ 미국 여행 23편 ] - 세계일주 용진캠프, 3216,최초 공개: 2020. 7. 3, 71, 9,62,https://www.youtube.com/watch?v=N-1KBPbGtvQ,먹방 ,고기먹방 ,세계일주
1311,세계일주 용진캠프[ DragonZin ], 11,한국에 사는 외국인들이 대한민국을 극찬하는 이유 [ 국토순례 전국일주 국내여행 11편 ] ( 카카오드라이버 ) - 세계일주 용진캠프, 4133,2020. 6. 30, 115, 12,44,https://www.youtube.com/watch?v=JbhXYfq1-LE,대리기사 ,주한외국인 ,대한민국
1312,세계일주 용진캠프[ DragonZin ], 11,한국인으로서 화끈거렸던 서해 영종도 여행 [ 국토순례 전국일주 국내여행 10편 ] - 세계일주 용진캠프, 3584,2020. 6. 25, 58, 9,74,https://www.youtube.com/watch?v=rcwDpxBuEjE,똥 ,먹방 ,국내여행
1313,세계일주 용진캠프[ DragonZin ], 11,모두가 취해 하나가 되는 세상 라스베가스에서 생방송 세계여행 [ 미국 여행 22편 ] - 세계일주 용진캠프, 6207,2020. 6. 21, 99, 4,61,https://www.youtube.com/watch?v=ij5Hq7QTSAg,세계일주 ,세계여행 ,여행
1314,세계일주 용진캠프[ DragonZin ], 11,인앤아웃 5천원 햄버거 VS 고든램지가 만든 2만원 버거 뭐가 진짜 더 맛있을까? [ 미국 여행 21편 ] - 세계일주 용진캠프, 2858,최초 공개: 2020. 6. 18, 44, 4,39,https://www.youtube.com/watch?v=qTdF7qWMHYg,세계일주 ,세계여행 ,햄버거먹방
1315,세계일주 용진캠프[ DragonZin ], 11,환락의 도시 라스베가스 속살 엿보기 [ 미국 여행 20편 ] - 세계일주 용진캠프, 4375,2020. 6. 15, 97, 3,51,https://www.youtube.com/watch?v=9KphvTyjQc8,세계일주 ,세계여행 ,라스베가스
1316,세계일주 용진캠프[ DragonZin ], 11,멘사 세계여행가의 똘끼충만 인생 강연 feat 유튜버 캡틴따거 진용진 [ 몽골 여행 23편 ] - 세계일주 용진캠프, 2789,2020. 6. 12, 64, 6,41,https://www.youtube.com/watch?v=PPo77WVOSdg,세계일주 ,세계여행 ,강연
1317,빅씨 여행기, 10.6,[EP-17](충칭) 건물을 통과하는 전철{이쯔바 역}, 425,2020. 7. 2, 8, 3,3,https://www.youtube.com/watch?v=7ZgKk15BsvY,,,
1318,빅씨 여행기, 10.6,[EP-16] 중국에 가면 뭘 먹지?(중국 대중음식 이야기), 372,2020. 6. 25, 6, 없음,0,https://www.youtube.com/watch?v=p1A1fGVTRS8,,,
1319,빅씨 여행기, 10.6,[EP-15] 충칭 시내관광(해방비 홍애동 장강삭도), 374,2020. 6. 18, 4, 없음,0,https://www.youtube.com/watch?v=3_-lshZnO1I,,,
1320,빅씨 여행기, 10.6,[EP-14] 장자제에서 충칭으로(이창-충칭간 고속열차 탑승기), 407,2020. 6. 11, 3, 1,0,https://www.youtube.com/watch?v=rO1l0_iqEiE,,,
1321,빅씨 여행기, 10.6,[EP-13] 장자제 여행 총정리(여행지 소개 여행정보& 팁), 379,2020. 6. 5, 6, 1,0,https://www.youtube.com/watch?v=Wo1hQCmHIrc,,,
1322,빅씨 여행기, 10.6,[EP-11] 장자제 -원가계 산행, 424,2020. 5. 29, 5, 2,0,https://www.youtube.com/watch?v=jomtl5MGnNY,,,
1323,빅씨 여행기, 10.6,[EP-10] 장자제 - 천자산 산행(&십리화랑), 332,2020. 5. 23, 3, 없음,0,https://www.youtube.com/watch?v=J7E3GBZLFdg,,,
1324,빅씨 여행기, 10.6,[EP-9] 장자제 시에 도착했습니다, 424,2020. 5. 17, 5, 없음,0,https://www.youtube.com/watch?v=8XpaEVGHLiY,,,
1325,빅씨 여행기, 10.6,[EP-8] 이강(고주촌) 자전거 라이딩, 278,2020. 5. 12, 4, 없음,0,https://www.youtube.com/watch?v=St0DiUH9wu4,,,
1326,빅씨 여행기, 10.6,[EP-7] 양수오 - 우룡하 자전거 라이딩, 315,2020. 5. 7, 3, 없음,0,https://www.youtube.com/watch?v=mTLX_9IJoTA,,,
1327,빅씨 여행기, 10.6,[EP-6] 드라곤 브리지(부리교) 자전거 라이딩, 303,2020. 4. 29, 6, 1,1,https://www.youtube.com/watch?v=ewSXotTGAck,,,
1328,빅씨 여행기, 10.6,[EP-3] 계림 첩재산(뎨차이산)에 올라 산수풍광을 즐겼다., 305,2020. 4. 20, 3, 없음,0,https://www.youtube.com/watch?v=RDr-AZ3q1Oo,,,
1329,빅씨 여행기, 10.6,[EP-1] 여행 첫 날 중국서 이발을 해봤다(스타일은 구겼지만 ......), 348,2020. 4. 8, 8, 1,1,https://www.youtube.com/watch?v=605CDxh5qK8,,,
1330,빅씨 여행기, 10.6,[홍콩] 홍콩섬 일일투어(린흥 티하우스  빅토리아 피크 미드레벨 에스컬레이터), 312,2020. 4. 2, 1, 없음,0,https://www.youtube.com/watch?v=4mPGP_t8Uwk,,,
1331,빅씨 여행기, 10.6,[홍콩] 침사추이 도보여행(홍콩은 건재했다!!~), 345,2020. 3. 31, 6, 없음,0,https://www.youtube.com/watch?v=qM_UiSz09X8,,,
1332,빅씨 여행기, 10.6,[EP-3] 중국 재래시장 방문기(그들은 바이러스를 유통하고 있었다!!), 715,2020. 2. 4, 9, 1,0,https://www.youtube.com/watch?v=NjZapDmoBX4,,,
1333,빅씨 여행기, 10.6,[[여행 후기]] 지금 중국은 한국을 맹추격중!!, 625,2019. 10. 22, 6, 없음,0,https://www.youtube.com/watch?v=3gOdINp19KI,,,
1334,빅씨 여행기, 10.6,[[중국 여행]] 시안 시내 도보여행(종루 주변), 468,2019. 10. 15, 6, 없음,1,https://www.youtube.com/watch?v=HDNYanguUMI,,,
1335,빅씨 여행기, 10.6,[[중국-시안 여행]] 시안성벽(西安城墙) 방문기, 699,2019. 10. 8, 10, 2,0,https://www.youtube.com/watch?v=j7c4MqaMsEU,,,
1336,빅씨 여행기, 10.6,[중국여행](쑤저우) 중국 물가수준은 어느 정도일까 ?, 2475,2019. 10. 1, 22, 1,3,https://www.youtube.com/watch?v=AGgcMzzXKwg,,,
